guid（新生产链路）,ID（旧生产链路）,学科,年级,册次,章节,课程名称,内容类型,一句话介绍,url,其它tab,,学名确认版,url确认版,封面压图压缩前url,封面压图压缩后url
29c1aa82dcae436a83f170366431fcb2,,语文,六年级,下册,古诗词诵读,春夜喜雨,古诗词,一夜雨过后，整座成都为何变“重”了？,https://cdn-private.sm.cn/souti-imgs-lasting/a406d99c28e6403982a12741bd98b905.jpg,必背古诗;教材精讲,,春夜喜雨,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_20b3dfb4e033a34515481a23defe9a39.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/ec8e9811f770e75354fa38167c77f41b.png,https://cdn-private.sm.cn/souti-imgs-lasting/ec8e9811f770e75354fa38167c77f41b.jpg
a5b57a15444a4e439b2ba9a2fd72e20c,,语文,六年级,下册,古诗词诵读,泊船瓜洲,古诗词,全诗最神的一个字，王安石为何改了十几次？,https://cdn-private.sm.cn/souti-imgs-lasting/03d0dde2fcc44e13bd126b995088954c.jpg,必背古诗;教材精讲,,泊船瓜洲,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2dbc71d655055c7139a0f1ed33d62bf5.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/1d0618b3d32ff271896ee7834cb79be9.png,https://cdn-private.sm.cn/souti-imgs-lasting/1d0618b3d32ff271896ee7834cb79be9.jpg
9c849dd0c1564231a376a56d69738bdc,,语文,六年级,下册,古诗词诵读,浣溪沙,古诗词,满头白发又如何？苏轼这一句回怼，太解气！,https://cdn-private.sm.cn/souti-imgs-lasting/f617172519c24776a38efe26c3d6aa33.jpg,必背古诗;教材精讲,,浣溪沙,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6ec000e3c0c25d20b5c3e2f0b6370f38.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/bc6e77f4608ec9da8e945cec5a98269e.png,https://cdn-private.sm.cn/souti-imgs-lasting/bc6e77f4608ec9da8e945cec5a98269e.jpg
92a305f29344477897c89188b8b44bff,,语文,六年级,下册,古诗词诵读,清平乐,古诗词,春天离奇失踪，全宋朝只有这只鸟知情？,https://cdn-private.sm.cn/souti-imgs-lasting/422d3cdf53869b0cec8fc34ad5c5ed51_topxise.jpg,必背古诗;教材精讲,,清平乐,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1a6dfa88d76d0f541bc0ecefa7573071.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/15d7c6b372640897e6c1464745e15c7a.png,https://cdn-private.sm.cn/souti-imgs-lasting/15d7c6b372640897e6c1464745e15c7a.jpg
c9e62dca78264250ac54ca85abcab4c8,,语文,六年级,下册,古诗词诵读,游园不值,古诗词,一枝红杏出墙来，春色从不被辜负。,https://cdn-private.sm.cn/souti-imgs-lasting/06f5a8ac11f0382450e34ae1db336e96_topxise.jpg,必背古诗;教材精讲,,游园不值,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_215e95abab907f04e9fc7e3aea4ba8b5.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/919ff84d04c437d0d740b79700de8808.png,https://cdn-private.sm.cn/souti-imgs-lasting/919ff84d04c437d0d740b79700de8808.jpg
493cd14704434376abf9ffdb0b15486c,,语文,六年级,下册,古诗词诵读,送元二使安西,古诗词,喝完这杯酒，有些人可能就再也见不到了。,https://cdn-private.sm.cn/souti-imgs-lasting/3c979f60586d417383ed968c46c664cd.jpg,必背古诗;教材精讲,,送元二使安西,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_43953fc0994d7601310b674863dd6abb.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/129a2f9604b0ed1d369e5c0277e45e4c.png,https://cdn-private.sm.cn/souti-imgs-lasting/129a2f9604b0ed1d369e5c0277e45e4c.jpg
349afbc0f9b2497ca545201007b13c12,,语文,六年级,下册,古诗词诵读,采薇（节选）,古诗词,采薇（节选）,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c0801afa13bfcc87eefb228c7b8d11eb_topxise.jpg,必背古诗;教材精讲,,采薇（节选）,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_03d6fcf7ebc0b09fec89d7e46802895c.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/07edd644ba5409583c44770d5d0bd76d.png,https://cdn-private.sm.cn/souti-imgs-lasting/07edd644ba5409583c44770d5d0bd76d.jpg
2e124692991c4c21a8dd59aae84063e9,,语文,六年级,下册,第一单元,家乡的风俗,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1ee4dbb28c93059b9fa397a657e803cc_topxise.jpg,教材精讲,,家乡的风俗,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_dd897eda24421574daf2ecf3ca808159.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/f4b291dbf36bc4128d32a04fc44c84a4.png,https://cdn-private.sm.cn/souti-imgs-lasting/f4b291dbf36bc4128d32a04fc44c84a4.jpg
1e3b71abd535432490465b801690b439,,语文,六年级,下册,第一单元,北京的春节,课文,这一碗特制的腊八粥，为何老舍说它不是粥？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_fc205e4c9366ad8747e9a5ea4318dc20_topxise.jpg,教材精讲,,北京的春节,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6d4bdfc4f64d02ff926b597a48a4f009.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/4c5af0a64710855e85b65c39cbbf68ec.png,https://cdn-private.sm.cn/souti-imgs-lasting/4c5af0a64710855e85b65c39cbbf68ec.jpg
e88be9bb196243d686737ce69c8cade8,,语文,六年级,下册,第一单元,十五夜望月,古诗词,如果不读这七个字，你永远不懂中秋的遗憾。,https://cdn-private.sm.cn/souti-imgs-lasting/8ae78768a8b24824afdd0a8085b8b9d8.jpg,必背古诗;教材精讲,,十五夜望月,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e31e2cea4ab85af80fbbdc9e6cdf46b2.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/8a1ffb210f917602184aa15daa65b30b.png,https://cdn-private.sm.cn/souti-imgs-lasting/8a1ffb210f917602184aa15daa65b30b.jpg
33342dfddb384229918f5d94e6fc5999,,语文,六年级,下册,第一单元,寒食,古诗词,满城无烟火，唯有御赐轻烟。,https://cdn-private.sm.cn/souti-imgs-lasting/bb63d447a760c20c64bb218b64663616_topxise.jpg,必背古诗;教材精讲,,寒食,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_07c6d0004404308e093b208a14487b3c.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/84edbd9348732e09bebf583a4c943d7e.png,https://cdn-private.sm.cn/souti-imgs-lasting/84edbd9348732e09bebf583a4c943d7e.jpg
945e0d6f258b48a59cdc746f5137496c,,语文,六年级,下册,第一单元,腊八粥,课文,等一碗粥的时间，比一年还漫长。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_ec92621b0af94abaf9d12301597f6b59_topxise.jpg,教材精讲,,腊八粥,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5a9c80d9e4db088f520756531d4f49d8.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/890db02a760ec2ab2449c985bb9c3e78.png,https://cdn-private.sm.cn/souti-imgs-lasting/890db02a760ec2ab2449c985bb9c3e78.jpg
cad95235299249babfacc0d9ed311448,,语文,六年级,下册,第一单元,藏戏,课文,没有舞台，天地就是最大的戏台！,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6d93ed804d9ff5c690df5165a80f96a7_topxise.jpg,教材精讲,,藏戏,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_7227289883cc86ee45d4a905a5a88c8a.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/14ef22660ad96cbc8619b717f599ca9d.png,https://cdn-private.sm.cn/souti-imgs-lasting/14ef22660ad96cbc8619b717f599ca9d.jpg
978f4369e6af4e99a78d46fed4bba59a,,语文,六年级,下册,第一单元,迢迢牵牛星,古诗词,隔着银河，看得见却牵不到手。,https://cdn-private.sm.cn/souti-imgs-lasting/962e5484877c4ca6a433add6ee4bfc1c.jpg,必背古诗;教材精讲,,迢迢牵牛星,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b8a1285565cde4b2e97201a656f83133.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/d1978349d523a1de9e63a7f438294c3e.png,https://cdn-private.sm.cn/souti-imgs-lasting/d1978349d523a1de9e63a7f438294c3e.jpg
71fa661fc17c405eb5335104e7e1113c,,语文,六年级,下册,第一单元,长歌行,古诗词,小时候只顾背诵，长大后才读懂其中的残酷。,https://cdn-private.sm.cn/souti-imgs-lasting/4fdc8a3608d3d4f575c9dd763fef5c30_topxise.jpg,必背古诗;教材精讲,,长歌行,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b0353823e7f539565ffe306559048617.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/449cf0bc2555a43d6ac61dffc4a0c966.png,https://cdn-private.sm.cn/souti-imgs-lasting/449cf0bc2555a43d6ac61dffc4a0c966.jpg
4aca809d4f4348d48619685fd2e3bbac,,语文,六年级,下册,第三单元,让真情自然流露,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_782dccc8343e724091603ff1796c169b_topxise.jpg,教材精讲,,让真情自然流露,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b83e04f394963bc53c6771b8b90a66b4.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/101684d77cf4265cd6a466ccb5042730.png,https://cdn-private.sm.cn/souti-imgs-lasting/101684d77cf4265cd6a466ccb5042730.jpg
beb41deb5934431d8c300f541c2df08b,,语文,六年级,下册,第三单元,别了，语文课,课文,老师刚当众表扬完，他却说：我没机会学了。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4ca82c18a0b8c3cdbbae050a56673705_topxise.jpg,教材精讲,,别了，语文课,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9219d97d4b2636fff7523410bfe691f7.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/914a0c99c537765d62acfdf4ceeb5e21.png,https://cdn-private.sm.cn/souti-imgs-lasting/914a0c99c537765d62acfdf4ceeb5e21.jpg
85d98b9a19754a4f96788ec20ad2de77,,语文,六年级,下册,第三单元,匆匆,课文,时间从指缝溜走，你感觉到了吗？,https://cdn-private.sm.cn/souti-imgs-lasting/8c82cae68b8f92ec69dcb01aa5b063f6_topxise.jpg,教材精讲,,匆匆,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_940e121cc1a9ac0d998f75b80d0d728d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/e3b0ba1e984263a81a82971a0296ecef.png,https://cdn-private.sm.cn/souti-imgs-lasting/e3b0ba1e984263a81a82971a0296ecef.jpg
751a1ef7aae74060b573a5d6aed6a469,,语文,六年级,下册,第三单元,那个星期天,课文,妈妈答应带我玩，为何直到天黑也没出家门？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_28cf5a580d3d0680345ba51b625067f3_topxise.jpg,教材精讲,,那个星期天,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_11f519ff1fcfd65337145cf6b94e319e.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/367f70f350741d262b19c0337b4e120c.png,https://cdn-private.sm.cn/souti-imgs-lasting/367f70f350741d262b19c0337b4e120c.jpg
c8c245a9e67a4e66aa74f1a6f723c27a,,语文,六年级,下册,第三单元,阳光的两种用法,课文,没暖气的冬天，母亲竟把太阳叠进了被窝。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4df322c957c84ce06351c74ece849f07_topxise.jpg,教材精讲,,阳光的两种用法,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6dee7d6d6ad2ffa94a7afc497232f3c4.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/bb417502d9e718e5ac143a1a728cfead.png,https://cdn-private.sm.cn/souti-imgs-lasting/bb417502d9e718e5ac143a1a728cfead.jpg
75317d85d2254be29166e5c7d2724c16,,语文,六年级,下册,第二单元,写作品梗概,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_94b83d975bd823f74d42b5c90fea78d4_topxise.jpg,教材精讲,,写作品梗概,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_dbbcdaa45cdab8298949a55e90430308.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/aa8153ee4072d315b2170bb6ccbe5bf7.png,https://cdn-private.sm.cn/souti-imgs-lasting/aa8153ee4072d315b2170bb6ccbe5bf7.jpg
6b625107447f4083a5ff4e171f37dbe4,,语文,六年级,下册,第二单元,汤姆·索亚历险记（节选）,课文,法官得意封死洞口，他却当场吓白了脸。,https://cdn-private.sm.cn/souti-imgs-lasting/a8c29339c08a4137a216c9f79c5977d6.jpg,教材精讲,,汤姆·索亚历险记（节选）,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8662cddf7d5bb99eb397239d57c831df.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/ff613a37f2e82f3d28977c9642959ee2.png,https://cdn-private.sm.cn/souti-imgs-lasting/ff613a37f2e82f3d28977c9642959ee2.jpg
d85d34bc52f64a9e9af602fb71e7fdf0,,语文,六年级,下册,第二单元,骑鹅旅行记（节选）,课文,变成拇指小人后，全农场的动物都想报复他。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5fec38520e9609d2ef5cf91a2a5b4ec5_topxise.jpg,教材精讲,,骑鹅旅行记（节选）,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9f53ccc9328c6f0b3499f07404b078f0.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/c5685e8ea346f0c676e32ea649dd34f2.png,https://cdn-private.sm.cn/souti-imgs-lasting/c5685e8ea346f0c676e32ea649dd34f2.jpg
458dc9c6ba3c4776ae8dc29be58029e8,,语文,六年级,下册,第二单元,鲁滨逊漂流记（节选）,课文,荒岛求生28年，他从未放弃过。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6f9e7d93f7bc5a532fd1a63b0273bc86_topxise.jpg,教材精讲,,鲁滨逊漂流记（节选）,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_12138a4cd5436a2c430a73439149093b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/10910588f75f5c20ba34dda2f3e47ca0.png,https://cdn-private.sm.cn/souti-imgs-lasting/10910588f75f5c20ba34dda2f3e47ca0.jpg
af07b6e875d9431583a0f63af9bfcf18,,语文,六年级,下册,第五单元,两小儿辩日,文言文,两个小孩吵了一架，连孔子都答不上来。,https://cdn-private.sm.cn/souti-imgs-lasting/039e9fb26f4e410ca2ed87253b399a9b.jpg,必背古诗;教材精讲,,两小儿辩日,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f2cdfcde3134ba9d1b61012f455bc3ef.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/0137b71116fa8337eb48ca3d21790e35.png,https://cdn-private.sm.cn/souti-imgs-lasting/0137b71116fa8337eb48ca3d21790e35.jpg
b5aea5722769428da1dd912ebab0118e,,语文,六年级,下册,第五单元,他们那时候多有趣啊,课文,未来的孩子翻到一本纸质书，惊呆了！,https://cdn-private.sm.cn/souti-imgs-lasting/260056d3c5554cb0919a277095525e0a.jpg,教材精讲,,他们那时候多有趣啊,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_bf3f7b4bad069001233e23adfce89042.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/953499b6f19b18ceffd68f307c844d07.png,https://cdn-private.sm.cn/souti-imgs-lasting/953499b6f19b18ceffd68f307c844d07.jpg
d816659f84fc43a29b58e0929a291c1a,,语文,六年级,下册,第五单元,插上科学的翅膀飞,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/sd_4a23ba3746f8f5eb9b4924c992322b3d_topxise.jpg,教材精讲,,插上科学的翅膀飞,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6b5f6a5639cdcd6157d053b653bcd17b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/4da35d8ca6a1c3e2f93d33713046e803.png,https://cdn-private.sm.cn/souti-imgs-lasting/4da35d8ca6a1c3e2f93d33713046e803.jpg
d235e471c2a24008946205e5752ad066,,语文,六年级,下册,第五单元,学弈,文言文,同样的顶级名师，为何教出的徒弟天差地别？,https://cdn-private.sm.cn/souti-imgs-lasting/c2954e4fa82e4af1acf27a959bffa69c.jpg,必背古诗;教材精讲,,学弈,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_07fba3bea27bbe6b44c41cc63f6fd5e0.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/797f1ab146f8787f4c1ff93b3e76ae50.png,https://cdn-private.sm.cn/souti-imgs-lasting/797f1ab146f8787f4c1ff93b3e76ae50.jpg
076c6199260842199d7b4375e41bc490,,语文,六年级,下册,第五单元,真理诞生于一百个问号之后,课文,"别小看那个""？""，它能变成""！""。",https://cdn-private.sm.cn/souti-imgs-lasting/07956aabb5d24fc8a35672bf6ace9d32.jpg,教材精讲,,真理诞生于一百个问号之后,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_88b76a63ed4c28a5a18d3ce45db97ae0.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3fb6ab04057f932d8ca51a69f22b4488.png,https://cdn-private.sm.cn/souti-imgs-lasting/3fb6ab04057f932d8ca51a69f22b4488.jpg
5b72b6cee6d142ea91d89176470b7d4f,,语文,六年级,下册,第五单元,表里的生物,课文,表里真的藏着一个小生命吗？,https://cdn-private.sm.cn/souti-imgs-lasting/218b3bd728ed45c882218b1b08d95233.jpg,教材精讲,,表里的生物,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0a1f255c28b43c8a5193ac2f1e195581.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3a30040724d1b0f0fd9c796d316c80da.png,https://cdn-private.sm.cn/souti-imgs-lasting/3a30040724d1b0f0fd9c796d316c80da.jpg
39fe5477215a400989fbad9c08936830,,语文,六年级,下册,第五单元,詹天佑,课文,外国人笑话我们，但他用铁路证明了一切。,https://cdn-private.sm.cn/souti-imgs-lasting/5c4385fc9d6a4af3bd88b83dfe003900.jpg,教材精讲,,詹天佑,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5c291a7e9bad082e8fad8a63bce1a3e3.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/04d318c2e18e353ba8e9e55550851d0c.png,https://cdn-private.sm.cn/souti-imgs-lasting/04d318c2e18e353ba8e9e55550851d0c.jpg
6f10e84e8a8b4c729e94b9c7cf512310,,语文,六年级,下册,第六单元,作文上的红双圈,课文,九十八个红双圈，圈出了一个作家梦。,https://cdn-private.sm.cn/souti-imgs-lasting/b7741dffb4ffcdbc45daa6ae5838e4e8_topxise.jpg,教材精讲,,作文上的红双圈,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_513086a04ec6847908209dd6a28d68ce.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/476c92e7ea29c140bc359279a70021b0.png,https://cdn-private.sm.cn/souti-imgs-lasting/476c92e7ea29c140bc359279a70021b0.jpg
b5bb9524d0c045138734e3c6c720042f,,语文,六年级,下册,第六单元,我为少男少女们歌唱,课文,青春是风，是阳光，是一首歌。,https://cdn-private.sm.cn/souti-imgs-lasting/54d66e4d2bd540bcb8ffb32aaf8272fc.jpg,教材精讲,,我为少男少女们歌唱,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_ee9c0ad130e501171a5d4a19133e0543.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/86fb1bf5ceeb204165bba84752660567.png,https://cdn-private.sm.cn/souti-imgs-lasting/86fb1bf5ceeb204165bba84752660567.jpg
5b35871658e644c7bb59fb790063a023,,语文,六年级,下册,第六单元,给家乡孩子的信,课文,巴金给家乡孩子的回信里，藏着怎样的人生答案？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_087a025f1ea7cff6c359fbdffc2d6701_topxise.jpg,教材精讲,,给家乡孩子的信,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_cf9a339fe9d9fb92d7858ca82a13e18f.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/a39d15b3567c1d3c1d987ab39d2f7364.png,https://cdn-private.sm.cn/souti-imgs-lasting/a39d15b3567c1d3c1d987ab39d2f7364.jpg
598fc14a0e4c46edb6ae27bebb67f1a6,,语文,六年级,下册,第六单元,老师领进门,课文,一堂课，改变了一个孩子的一生。,https://cdn-private.sm.cn/souti-imgs-lasting/23f16d3efbe5476a9dd935fa97e47f7a.jpg,教材精讲,,老师领进门,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_26a81054ab34a5cc3d9141acaec65701.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3b6983ac2c60d1a35d6a921e85ae00e1.png,https://cdn-private.sm.cn/souti-imgs-lasting/3b6983ac2c60d1a35d6a921e85ae00e1.jpg
1a1dfe7bcd7f419dab5a73e7cc058970,,语文,六年级,下册,第六单元,聪明在于学习，天才在于积累,课文,数学泰斗华罗庚自曝：初中数学补考才及格？,https://cdn-private.sm.cn/souti-imgs-lasting/d71740b3d9c895c73f3ef492a7e6a4b4_topxise.jpg,教材精讲,,聪明在于学习，天才在于积累,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_cc97b0d8501ffea7a6670df8057df1f5.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/64888e0286825e9f4a88628d888c5edc.png,https://cdn-private.sm.cn/souti-imgs-lasting/64888e0286825e9f4a88628d888c5edc.jpg
fa92d58818304abfbefc835480863f50,,语文,六年级,下册,第四单元,为人民服务,课文,普通战士牺牲，毛主席为何亲自开追悼会？,https://cdn-private.sm.cn/souti-imgs-lasting/c896c48580c44f28726a9f02c31a3c9e_topxise.jpg,教材精讲,,为人民服务,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0f917fd728b35c20dcfa20162bc375ed.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/d92eb66dd4e015d5d0e32cc79d7a0199.png,https://cdn-private.sm.cn/souti-imgs-lasting/d92eb66dd4e015d5d0e32cc79d7a0199.jpg
66d66c470bd34ed0944ca1b697daf7c3,,语文,六年级,下册,第四单元,伟大的友谊,课文,两个伟人的友谊，改变了世界。,https://cdn-private.sm.cn/souti-imgs-lasting/8f93a92708a341e392b6489456e324a8.jpg,教材精讲,,伟大的友谊,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c0bdf9dda81c4f50d82e54db08723f39.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/4b1584be3ff8d4453ce791902b8104f9.png,https://cdn-private.sm.cn/souti-imgs-lasting/4b1584be3ff8d4453ce791902b8104f9.jpg
318147ae1a9c44f0b1fe8ed8813d95bc,,语文,六年级,下册,第四单元,十六年前的回忆,课文,面对敌人，父亲的表情无比坦然。,https://cdn-private.sm.cn/souti-imgs-lasting/9b568db8984599ad038cca66b00aae82_topxise.jpg,教材精讲,,十六年前的回忆,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2d30ab8562c746ba5b53f51ca35b55fa.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7cba3e5c9c50678765f8f4f8cbde24ac.png,https://cdn-private.sm.cn/souti-imgs-lasting/7cba3e5c9c50678765f8f4f8cbde24ac.jpg
e9ac644976754bd8a3332eb910e192f8,,语文,六年级,下册,第四单元,十里长街送总理,课文,长安街挤满了人，为何却安静得只剩下哭声？,https://cdn-private.sm.cn/souti-imgs-lasting/2fd37e595454ad57f0ce545829e12207_topxise.jpg,教材精讲,,十里长街送总理,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9fd91c0b7ff5ce0d22c6470d5e626599.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/17b60afcb8015b67c029b83c28cd2c36.png,https://cdn-private.sm.cn/souti-imgs-lasting/17b60afcb8015b67c029b83c28cd2c36.jpg
05c083604dd744cbbf6d6eea2e95ce87,,语文,六年级,下册,第四单元,囚歌,课文,给你自由却要钻狗洞，如果是你该怎么选？,https://cdn-private.sm.cn/souti-imgs-lasting/73f5bd5c9e90479b87452e2173e699ca.jpg,教材精讲,,囚歌,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5c3cf3e73f6db63c42d851367ab7467e.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/28f0d5e936b34c97ab27d0062880449c.png,https://cdn-private.sm.cn/souti-imgs-lasting/28f0d5e936b34c97ab27d0062880449c.jpg
9a55c0267e9042b1baebcc50af8380ef,,语文,六年级,下册,第四单元,春天的故事,课文,他只是画了一个圈，为何能聚起座座金山？,https://cdn-private.sm.cn/souti-imgs-lasting/1d5326d5d1e24bf09a42a97e3aa15221.jpg,教材精讲,,春天的故事,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6bb6cd42fac5ab90c718458fd1cdda71.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/f2c855b8a7b30bf396696974c203667c.png,https://cdn-private.sm.cn/souti-imgs-lasting/f2c855b8a7b30bf396696974c203667c.jpg
e1e51a71d28e413f803d5cda7b4ddb13,,语文,六年级,下册,第四单元,毛主席在花山,课文,毛主席心里装的，永远都是老百姓！,https://cdn-private.sm.cn/souti-imgs-lasting/8d1171b7c2c1525d5e42f6e40ea13e7e_topxise.jpg,教材精讲,,毛主席在花山,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_13b3a65fda8c0206f5cfbb300fa0abed.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/50b09d3cf1001d861076188d3b1a80dd.png,https://cdn-private.sm.cn/souti-imgs-lasting/50b09d3cf1001d861076188d3b1a80dd.jpg
768239bbc0604d179a474fd569c21fd6,,语文,六年级,下册,第四单元,狱中联欢,课文,叠罗汉高过电网，他手里的红纸让人泪目。,https://cdn-private.sm.cn/souti-imgs-lasting/de3ac3d481ebb06ddbaea7e45d110386_topxise.jpg,教材精讲,,狱中联欢,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_74f513d76d7e3861efd3cee8ea150dfc.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/0f63ebf5b64ab0d95057fa398b2b749e.png,https://cdn-private.sm.cn/souti-imgs-lasting/0f63ebf5b64ab0d95057fa398b2b749e.jpg
3f3f33f864a64c35a339fe7da17d8e4e,,语文,六年级,下册,第四单元,石灰吟,古诗词,他写的这首诗，最后竟成了自己的死亡预言？,https://cdn-private.sm.cn/souti-imgs-lasting/a7485d6fb38b4348a630b11f65553bab.jpg,必背古诗;教材精讲,,石灰吟,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_849485e997d882dc8d3a963d0e98c843.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/22f252d9ea930632b09b15e1a73ad135.png,https://cdn-private.sm.cn/souti-imgs-lasting/22f252d9ea930632b09b15e1a73ad135.jpg
3197206db5a94711a179008fb06d0d15,,语文,六年级,下册,第四单元,竹石,古诗词,没土全是石头，这根竹子凭啥能活下来啊？,https://cdn-private.sm.cn/souti-imgs-lasting/df9bfe4869e64747807cb824f128ac5b.jpg,必背古诗;教材精讲,,竹石,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5ace9317b7be93f24b36764c1d8cd02b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3a44a2f3dbadc6ce2a11a61f3fdee663.png,https://cdn-private.sm.cn/souti-imgs-lasting/3a44a2f3dbadc6ce2a11a61f3fdee663.jpg
