年级,style,钩子,标签,原图url,文件名,url
六年级,2,沙堆冰淇淋筒数学,六年级★应试核心,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f26a4743e84f64c04efb0a18f759b782.jpg,4f5fa1d987d040d28389f59f3ac8b364.png,https://cdn-private.sm.cn/souti-imgs-lasting/4f5fa1d987d040d28389f59f3ac8b364.png
六年级,2,排水法升级版,六年级★高频考点,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4a399d9daea05e9e9e38d792a42f14a2.jpg,a5892bd307bb46c4b085b3b0fa667313.png,https://cdn-private.sm.cn/souti-imgs-lasting/a5892bd307bb46c4b085b3b0fa667313.png
六年级,2,摸几个能保证同色？,六年级★应试核心,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_357875c6e897b9062589c09480bae767.jpg,b2147c80e5c24f2ca70216b8eb8b230f.png,https://cdn-private.sm.cn/souti-imgs-lasting/b2147c80e5c24f2ca70216b8eb8b230f.png
六年级,2,5苹果4抽屉必发生？,六年级★中考必会,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_aa987a3ecdf158bd2f5efb6c4773297a.jpg,c19f1a6255f34aaabcc328b40464c98f.png,https://cdn-private.sm.cn/souti-imgs-lasting/c19f1a6255f34aaabcc328b40464c98f.png
六年级,2,xy=k实际应用,六年级★应试核心,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d8d0bb4c28f79f064e37860badbe5771.jpg,14ffff9788b34682a74d41c00920c0aa.png,https://cdn-private.sm.cn/souti-imgs-lasting/14ffff9788b34682a74d41c00920c0aa.png
六年级,2,照片放大为什么糊？,六年级★概念透视,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2d701bda83b294bf57a6c635dd4f08a5.jpg,f56fcd049cac45ffa4b86f037ee487f1.png,https://cdn-private.sm.cn/souti-imgs-lasting/f56fcd049cac45ffa4b86f037ee487f1.png
六年级,2,速度时间是正比？,六年级★破解技巧,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_373123b2d2edac6069eefcbda92ba694.jpg,7ded2e9690a14035a36119417579dbb4.png,https://cdn-private.sm.cn/souti-imgs-lasting/7ded2e9690a14035a36119417579dbb4.png
六年级,2,比例尺装进世界,六年级★应试核心,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b9c24a03a18f67f6dd569171fbf5ad84.jpg,12f3dc79826d439ab24869e49799fdd1.png,https://cdn-private.sm.cn/souti-imgs-lasting/12f3dc79826d439ab24869e49799fdd1.png
六年级,2,图距实距怎么换？,六年级★破解技巧,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2c9733eceff325135d53d939fa57e010.jpg,c35f4146d3b14fbdb25dee14235eee53.png,https://cdn-private.sm.cn/souti-imgs-lasting/c35f4146d3b14fbdb25dee14235eee53.png
六年级,2,内外项积相等？,六年级★概念透视,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_ea68ee9e43a61aa546a258c28bebfb32.jpg,bb45fe47c9334c079b19322e1af9a0fc.png,https://cdn-private.sm.cn/souti-imgs-lasting/bb45fe47c9334c079b19322e1af9a0fc.png
六年级,2,两比相等成比例？,六年级★应试核心,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_75734f3bb9d182973f277cc866a9df1d.jpg,edcc533d21de4bcc93aa61f5516ecae8.png,https://cdn-private.sm.cn/souti-imgs-lasting/edcc533d21de4bcc93aa61f5516ecae8.png
六年级,2,归一vs归总？,六年级★中考必会,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_08cfc977e2bcc0fb9fdce1cd1d99756b.jpg,49340a616f2445b585791c98d518bcbb.png,https://cdn-private.sm.cn/souti-imgs-lasting/49340a616f2445b585791c98d518bcbb.png
六年级,2,未知数在比例里？,六年级★高频考点,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6ebb011f21786b3f4648658387f2de91.jpg,6d25e35773bd489f944db616952199ff.png,https://cdn-private.sm.cn/souti-imgs-lasting/6d25e35773bd489f944db616952199ff.png
六年级,2,出勤合格率怎算？,六年级★应试核心,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_af682246717ea9059c2b9d228583f283.jpg,ee6e02be2f694cea88bd3e5e5f6888a0.png,https://cdn-private.sm.cn/souti-imgs-lasting/ee6e02be2f694cea88bd3e5e5f6888a0.png
六年级,2,单利复利的区别,六年级★高频考点,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_22ab4a249b8f36aa6e84c3d8b08e0ba2.jpg,001b451f19214de09e4a19592d0298f7.png,https://cdn-private.sm.cn/souti-imgs-lasting/001b451f19214de09e4a19592d0298f7.png
六年级,2,增产两成是多少？,六年级★高频考点,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e0127703a7f81ea56db99440e447e984.jpg,22bd24ae33e74598ad00fdc2e4268205.png,https://cdn-private.sm.cn/souti-imgs-lasting/22bd24ae33e74598ad00fdc2e4268205.png
六年级,2,"""打折""背后的减法",六年级★高频考点,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5e85448535d0e4e9483448ff4b7f7acf.jpg,0617eb83ed5c4693b2252ae14a4f6373.png,https://cdn-private.sm.cn/souti-imgs-lasting/0617eb83ed5c4693b2252ae14a4f6373.png
六年级,2,工资条里的所得税,六年级★中考必会,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d3b7e3dfb7120d2c05674e64ea1efd64.jpg,d464a931edfc41a8872048ba496baf80.png,https://cdn-private.sm.cn/souti-imgs-lasting/d464a931edfc41a8872048ba496baf80.png
六年级,2,满减，折扣，返现哪个划算？,六年级★思维进阶,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_cf9bbf1810e04a5b563d04aa0eb57185.jpg,e687288f825b40ccaf534faa3cd9ba2e.png,https://cdn-private.sm.cn/souti-imgs-lasting/e687288f825b40ccaf534faa3cd9ba2e.png
六年级,2,蹬一圈能走多远？,六年级★高频考点,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_45a6e6697e1fcd62f122185cc1aa613b.jpg,38b8d8c746684964b8f6e7b77eb18019.png,https://cdn-private.sm.cn/souti-imgs-lasting/38b8d8c746684964b8f6e7b77eb18019.png
六年级,2,数轴正负平衡木,六年级★中考必会,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_48c464add4857c30b120a80acc688834.jpg,5ea84627fb404244857389f740cf2ff4.png,https://cdn-private.sm.cn/souti-imgs-lasting/5ea84627fb404244857389f740cf2ff4.png
六年级,2,地上地下的数学,六年级★破解技巧,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_37456f9dca78fa72777b21abdd615def.jpg,230b4b3b1b37412cb2aa22263a6729a0.png,https://cdn-private.sm.cn/souti-imgs-lasting/230b4b3b1b37412cb2aa22263a6729a0.png
,2,"""三不知""指什么？",妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8426ce73f034cc455fbc70e0305eac97.jpg,e23e1eb875164a18af1af38a6bbbfce1.png,https://cdn-private.sm.cn/souti-imgs-lasting/e23e1eb875164a18af1af38a6bbbfce1.png
,2,"为何不叫""买南北""？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_402cee5244d3926f3ff4d4ce50960393.jpg,6c48874cab14409090b457bd919cd942.png,https://cdn-private.sm.cn/souti-imgs-lasting/6c48874cab14409090b457bd919cd942.png
,2,"""为""读什么才对？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_71820aef605f6f06431814860ff2f5ae.jpg,244cbd4bcc51475eb4d0151c6913cee3.png,https://cdn-private.sm.cn/souti-imgs-lasting/244cbd4bcc51475eb4d0151c6913cee3.png
,2,为何用鸭不用鸡？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0f739022e0df4420facdd098ebbbef56.jpg,8b65de13966a4c0b904fadc1138d9cdc.png,https://cdn-private.sm.cn/souti-imgs-lasting/8b65de13966a4c0b904fadc1138d9cdc.png
,2,读懂未知数,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_275ce7c431699c9c54e3dd94adec016a.jpg,a1b6eb8dfa9e4f04ab5afa9fd4b2d507.png,https://cdn-private.sm.cn/souti-imgs-lasting/a1b6eb8dfa9e4f04ab5afa9fd4b2d507.png
,2,连比里的求值,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b767694bc56b4fac01ef59460274b475.jpg,a6506b9e2f5b4f65b6c2f02115a30ec8.png,https://cdn-private.sm.cn/souti-imgs-lasting/a6506b9e2f5b4f65b6c2f02115a30ec8.png
,2,2026!末尾几个0？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e18799661375cb285a995ccfa52d365f.jpg,2d157e8da8104863ad99feb9ac4a74dd.png,https://cdn-private.sm.cn/souti-imgs-lasting/2d157e8da8104863ad99feb9ac4a74dd.png
,2,二次式求三次方？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_35d04e0a67ac2065e35f45508867d545.jpg,a572a74f0c1a4d37a3a50836e6a19e7c.png,https://cdn-private.sm.cn/souti-imgs-lasting/a572a74f0c1a4d37a3a50836e6a19e7c.png
,2,孙行者下联是？,妙题高招★历史趣闻,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4bddf1977a38c3c637624f6305710f1d.jpg,a247673e2e004132b50e48d6969188a3.png,https://cdn-private.sm.cn/souti-imgs-lasting/a247673e2e004132b50e48d6969188a3.png
,2,拿书必胜的窍门,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4e9078b341a5b9523dc224041cb86f0a.jpg,d66c7fe6a1f841a1a7201846c8d045fb.png,https://cdn-private.sm.cn/souti-imgs-lasting/d66c7fe6a1f841a1a7201846c8d045fb.png
,2,35块要掰几下？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b3e2d27c84e9827d1967b7900dc452af.jpg,efbff86861d64699890af51c235f7fca.png,https://cdn-private.sm.cn/souti-imgs-lasting/efbff86861d64699890af51c235f7fca.png
,2,"""三寸不烂""指谁？",妙题高招★历史趣闻,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_22b55618990625f8bbc49b582d390493.jpg,7018c72c281f43278824fca0f88c2507.png,https://cdn-private.sm.cn/souti-imgs-lasting/7018c72c281f43278824fca0f88c2507.png
,2,"""麦盖三层被""是什么意思？",妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9c64c53609fd91d91019ea57f1dc82ea.jpg,1485f1151bf642f9b8789d30634137cb.png,https://cdn-private.sm.cn/souti-imgs-lasting/1485f1151bf642f9b8789d30634137cb.png
,2,"""十八般""最初指什么？",妙题高招★历史趣闻,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_a960c879f1ed963e1365a2af2c8cb978.jpg,599ab12c58f946ad9b1e4233ae2b7468.png,https://cdn-private.sm.cn/souti-imgs-lasting/599ab12c58f946ad9b1e4233ae2b7468.png
,2,"""孩子""本指什么？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2628cc49f56b83119e77d568fe30c32c.jpg,24bb7ca49af44d6abf98e9d841f80ec7.png,https://cdn-private.sm.cn/souti-imgs-lasting/24bb7ca49af44d6abf98e9d841f80ec7.png
,2,"""四周星""是什么？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_163c193b3990be0a53d3f0317f122280.jpg,719c78fc4b6e4021b7d5119a653193f7.png,https://cdn-private.sm.cn/souti-imgs-lasting/719c78fc4b6e4021b7d5119a653193f7.png
,2,字盯久会陌生？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e96de72f3e1927a50bf8a0ca5607b07d.jpg,3434e9da224f4d8dbc3f1235be566a20.png,https://cdn-private.sm.cn/souti-imgs-lasting/3434e9da224f4d8dbc3f1235be566a20.png
,2,末尾添0增18234,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1de7716db5b625e847b232ffe39c836d.jpg,384647d9e1c64d43a82f6982637fcf67.png,https://cdn-private.sm.cn/souti-imgs-lasting/384647d9e1c64d43a82f6982637fcf67.png
,2,三人凑钱买烤鸭,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_eba0a4c71ed10454648893f9f1275c16.jpg,94d3827d90f247e58e01855942a42db5.png,https://cdn-private.sm.cn/souti-imgs-lasting/94d3827d90f247e58e01855942a42db5.png
,2,对折42次有多高？,妙题高招★历史趣闻,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_29d46c84e78e064b0b4d48c37fc93900.jpg,e0e9b09d9e1b4b1e91dd80292d5b0e9b.png,https://cdn-private.sm.cn/souti-imgs-lasting/e0e9b09d9e1b4b1e91dd80292d5b0e9b.png
,2,老板赔了多少？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_373ae9681155c1d702413908635cf81d.jpg,813a808824b646c48fa9294c415244f5.png,https://cdn-private.sm.cn/souti-imgs-lasting/813a808824b646c48fa9294c415244f5.png
,2,三牌整除43,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_60672912eeb7d3d76c0904f74d817002.jpg,007ee91b64e24c2e9194d60196156ccc.png,https://cdn-private.sm.cn/souti-imgs-lasting/007ee91b64e24c2e9194d60196156ccc.png
,2,读懂和差,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_60a0ecb2b9d705733b36b07d65c27476.jpg,f174fe8840e246069ed4e1be178329b5.png,https://cdn-private.sm.cn/souti-imgs-lasting/f174fe8840e246069ed4e1be178329b5.png
,2,重叠面积怎么算？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_187cc19e47c6f8bf19ba9931a0998925.jpg,f26b40be15e944f2b80cfff939c5a2f5.png,https://cdn-private.sm.cn/souti-imgs-lasting/f26b40be15e944f2b80cfff939c5a2f5.png
,2,冰为什么浮水面？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_dda2edfa454bbd072c739b873ab5f867.jpg,9af59f2c4b7c471dac5e82a4631767c0.png,https://cdn-private.sm.cn/souti-imgs-lasting/9af59f2c4b7c471dac5e82a4631767c0.png
,2,"为何不叫""房西""？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_08cf8d78e985dea054510f5f7661f2ed.jpg,6acaa3080b0c4777965d9d8967fbd89f.png,https://cdn-private.sm.cn/souti-imgs-lasting/6acaa3080b0c4777965d9d8967fbd89f.png
,2,"为何""学富五车""？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d679bd0df2c2500da68f6f8eb22987d9.jpg,c1f8401e24da4942a4dbd86384cba299.png,https://cdn-private.sm.cn/souti-imgs-lasting/c1f8401e24da4942a4dbd86384cba299.png
,2,非洲人为什么卷发？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6ee2bae57388a785aa7e6b16c12f411d.jpg,2ddb986f8f414dc489ebf9b92559f3ef.png,https://cdn-private.sm.cn/souti-imgs-lasting/2ddb986f8f414dc489ebf9b92559f3ef.png
,2,鸡为何要吃沙粒？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_10a4097b5c06f06af0b47e0383daa12c.jpg,bd69aa1ce52e4392a58763f0d1fd73c8.png,https://cdn-private.sm.cn/souti-imgs-lasting/bd69aa1ce52e4392a58763f0d1fd73c8.png
,2,鱼能看到水？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5e20aa4ee2ce15950f70723a7167ebf3.jpg,1ff986b4bdd54e828fc18ec99ae93fe1.png,https://cdn-private.sm.cn/souti-imgs-lasting/1ff986b4bdd54e828fc18ec99ae93fe1.png
,2,空腹不宜吃什么？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1c36b3a0dd1bc6ab8ecb511845225c40.jpg,c28b343d6b6e4375b55fd825608bb1e7.png,https://cdn-private.sm.cn/souti-imgs-lasting/c28b343d6b6e4375b55fd825608bb1e7.png
,2,反逻辑的大小？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6478e62cf137db5ec7caee938100d73d.jpg,8ae1e4e7039e402093234d2b8f55871f.png,https://cdn-private.sm.cn/souti-imgs-lasting/8ae1e4e7039e402093234d2b8f55871f.png
,2,涨跌10%亏了吗？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6a9864d6fb4cf69b4382ea4c6cd915f5.jpg,8b5df9ac708149c3b2fe4e387f1353bf.png,https://cdn-private.sm.cn/souti-imgs-lasting/8b5df9ac708149c3b2fe4e387f1353bf.png
,2,头发去哪了？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_58b6f42cb93d534dadd847f1e1d701b9.jpg,3b7340b8e05f49da8d2e8a29d108e9e3.png,https://cdn-private.sm.cn/souti-imgs-lasting/3b7340b8e05f49da8d2e8a29d108e9e3.png
,2,古代有身份证？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0f4e6386404b2c1e04961f03a85f4f8d.jpg,9285f310a45f413488bb62d33a7f95fa.png,https://cdn-private.sm.cn/souti-imgs-lasting/9285f310a45f413488bb62d33a7f95fa.png
,2,吸血蚊子是公还是母？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d5793c9d88d81375eadbb647dfcd97b5.jpg,916abae479c34152ae763a7336ee4790.png,https://cdn-private.sm.cn/souti-imgs-lasting/916abae479c34152ae763a7336ee4790.png
,2,"谁是海洋""歌唱家""？",妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5b7c9f405c440aeb27475fd3483db12e.jpg,11c19622b6b4479687c691fa002992cc.png,https://cdn-private.sm.cn/souti-imgs-lasting/11c19622b6b4479687c691fa002992cc.png
,2,哪种鱼能变性？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_21399cedeb032bd5192494d1bd306f8c.jpg,07b365c7ddcc473ca459f9dc9054af40.png,https://cdn-private.sm.cn/souti-imgs-lasting/07b365c7ddcc473ca459f9dc9054af40.png
,2,水中下蛋水位变？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_ab6734169a22ec19e2e63e66bb4cc5c3.jpg,19f1d446e8b44dcb91bd79aad3294802.png,https://cdn-private.sm.cn/souti-imgs-lasting/19f1d446e8b44dcb91bd79aad3294802.png
,2,消失的1元钱？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_5b6f8b20273e9794596adcc082853151.jpg,4667ca5e62e54a2aa30d2e2ff2104655.png,https://cdn-private.sm.cn/souti-imgs-lasting/4667ca5e62e54a2aa30d2e2ff2104655.png
,2,倒立喝水会怎样？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9f09816b6bdd25de1559913046d35ea0.jpg,a4c2d1b975ab46de9b259c6b79e761ca.png,https://cdn-private.sm.cn/souti-imgs-lasting/a4c2d1b975ab46de9b259c6b79e761ca.png
,2,狗偷东西为什么是人违法？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b710e55767ea8068a635088b8d92fd6d.jpg,b7fcdfe5438345fdb3b685b1e15c383e.png,https://cdn-private.sm.cn/souti-imgs-lasting/b7fcdfe5438345fdb3b685b1e15c383e.png
,2,什么水果视力最差？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_451dc4276465089cd1c8db00905d8205.jpg,905db2b81b5844ac83dd9c15b67b7c07.png,https://cdn-private.sm.cn/souti-imgs-lasting/905db2b81b5844ac83dd9c15b67b7c07.png
,2,"""宫保""是什么意思？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_a785cd4a3aa536b6c6471004990c3199.jpg,7ada9eb4092a4f95b9e3a0716138436c.png,https://cdn-private.sm.cn/souti-imgs-lasting/7ada9eb4092a4f95b9e3a0716138436c.png
,2,树到底怎么栽？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_96b965b7eb3d7e9e2a2a872f39aaae70.jpg,f5c13054df884b9fae3a90db05c162f7.png,https://cdn-private.sm.cn/souti-imgs-lasting/f5c13054df884b9fae3a90db05c162f7.png
,2,方框填什么得2026？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_79416c3648417584c1646cf111015327.jpg,357055fdd5724202a87bd57d535b0441.png,https://cdn-private.sm.cn/souti-imgs-lasting/357055fdd5724202a87bd57d535b0441.png
,2,立方根求a,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_40433b9a96b006f1ada9fa4e70ef1d48.jpg,84623aca73874c3084fa412223808211.png,https://cdn-private.sm.cn/souti-imgs-lasting/84623aca73874c3084fa412223808211.png
,2,羊城是几只羊？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9f07dab69ac6790838870cf8026d645c.jpg,f97b2a487b264477bccb02ea5ed0e889.png,https://cdn-private.sm.cn/souti-imgs-lasting/f97b2a487b264477bccb02ea5ed0e889.png
,2,“毛病”指什么动物的毛？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0b84b024b5f5bcd317d51fefbab2c23f.jpg,7d49216639304856911bd7ceab716fc0.png,https://cdn-private.sm.cn/souti-imgs-lasting/7d49216639304856911bd7ceab716fc0.png
,2,加减乘谜题,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8168879a0a373be039f100d463192050.jpg,4b35f34a19b24d1ebeffa0c9e674062f.png,https://cdn-private.sm.cn/souti-imgs-lasting/4b35f34a19b24d1ebeffa0c9e674062f.png
,2,4人只有1给手电怎么过桥？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_724e61145e0d6c7dc1fa34356c797657.jpg,d4e5144864a143afbd8b1425926d7724.png,https://cdn-private.sm.cn/souti-imgs-lasting/d4e5144864a143afbd8b1425926d7724.png
,2,李白没吃过什么？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f3f65f3f30e299a1febe8107be931092.jpg,c80873b17f0e4b51aa96451a0197ac0d.png,https://cdn-private.sm.cn/souti-imgs-lasting/c80873b17f0e4b51aa96451a0197ac0d.png
,2,壶中原有几斗酒？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_72d9eb994b86a0c8d483181080e9f350.jpg,e1729901944b4097b7a00c595c7e0ed3.png,https://cdn-private.sm.cn/souti-imgs-lasting/e1729901944b4097b7a00c595c7e0ed3.png
,2,概率0=不发生？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_598f991bca90c383a56575bf99be193d.jpg,d62be366caa345c08472eeb54e5205ce.png,https://cdn-private.sm.cn/souti-imgs-lasting/d62be366caa345c08472eeb54e5205ce.png
,2,橡皮和尺子为什么总粘一起？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_87804346447c702f0ade8a08e7438b1c.jpg,6abb600202404ab7a829a5fa7ae7c4c5.png,https://cdn-private.sm.cn/souti-imgs-lasting/6abb600202404ab7a829a5fa7ae7c4c5.png
,2,大数幂比大小,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_71a4d08adb19b20159e6c3d5e21a013d.jpg,e2d0aeca3054472090542fa633b3ea92.png,https://cdn-private.sm.cn/souti-imgs-lasting/e2d0aeca3054472090542fa633b3ea92.png
,2,分数比大小,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d6a11aee3245aa52ea461dc27554f2c8.jpg,c0074d2ec6de434ea63b60a87cfb30f0.png,https://cdn-private.sm.cn/souti-imgs-lasting/c0074d2ec6de434ea63b60a87cfb30f0.png
,2,两分数比大小,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_15e132ca29f5d06ac054cebf74c2a245.jpg,2555d008fb8d4682adb86dd7d5abadb5.png,https://cdn-private.sm.cn/souti-imgs-lasting/2555d008fb8d4682adb86dd7d5abadb5.png
,2,17头牛怎么分？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_15526f366b90294546b440b166f221e0.jpg,fee89c79326a460b8c823f1908520849.png,https://cdn-private.sm.cn/souti-imgs-lasting/fee89c79326a460b8c823f1908520849.png
,2,湖北湖南哪个湖？,妙题高招★常识纠错,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e3a251865b84dc8d4da3ebfacd2e611b.jpg,9cb8223b0ab64e409867df53196fb3df.png,https://cdn-private.sm.cn/souti-imgs-lasting/9cb8223b0ab64e409867df53196fb3df.png
,2,吹4支还剩几支？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9cdc80f17472d229a8c18b8ff3c0856f.jpg,e82bf7d48e0f416395c06f37dd19bba0.png,https://cdn-private.sm.cn/souti-imgs-lasting/e82bf7d48e0f416395c06f37dd19bba0.png
,2,"""烂醉如泥""的“泥”指什么？",妙题高招★字源揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_7a0c005e7f7bdd414c4410bf04c1fb1c.jpg,21e8ac0e875a4986b38a4cce2453a6e4.png,https://cdn-private.sm.cn/souti-imgs-lasting/21e8ac0e875a4986b38a4cce2453a6e4.png
,2,两根绳量15分？,妙题高招★巧算思维,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d37aa10338f703eff34cc361330b6703.jpg,e4657b07529a4cbd8dd3a817c157719a.png,https://cdn-private.sm.cn/souti-imgs-lasting/e4657b07529a4cbd8dd3a817c157719a.png
,2,煎蛋加什么防溅？,妙题高招★常识纠错,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_86f0e7116b7e9044bb66a6e65e5d4838.jpg,49ec7df3332f4bc18b7b78f7bf172bb4.png,https://cdn-private.sm.cn/souti-imgs-lasting/49ec7df3332f4bc18b7b78f7bf172bb4.png
,2,照相机仿生何物？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_bb6410997240b3a4dce96251aaae5548.jpg,48a97a51884e43c9bdf91a8e62f554fd.png,https://cdn-private.sm.cn/souti-imgs-lasting/48a97a51884e43c9bdf91a8e62f554fd.png
,2,红汤绿汤为什么？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_7391af92dafa0f8692485c7c70ccf402.jpg,e8e0a8fb4394469fb2a320631830c091.png,https://cdn-private.sm.cn/souti-imgs-lasting/e8e0a8fb4394469fb2a320631830c091.png
,2,王婆其实是男的？,妙题高招★冷知识揭秘,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b08f3211ae22e3205ceb20e3fb212c7f.jpg,5d6bc1c158584a638d5c298134603766.png,https://cdn-private.sm.cn/souti-imgs-lasting/5d6bc1c158584a638d5c298134603766.png
